nu,CH4/x=1e-6/T=300K/P=1atm/L=100cm
6418.15,7.30060508974e-11
6418.16,7.43837544126e-11
6418.17,7.43095629339e-11
6418.18,7.36696723146e-11
6418.19,7.34971761285e-11
6418.2,7.45917013527e-11
6418.21,7.74494533109e-11
6418.22,8.23533886527e-11
6418.23,8.94329322013e-11
6418.24,9.86140417468e-11
6418.25,1.09465958611e-10
6418.26,1.21032267511e-10
6418.27,1.3185223056e-10
6418.28,1.40397659139e-10
6418.29,1.45800260815e-10
6418.3,1.48241821151e-10
6418.31,1.48554962844e-10
6418.32,1.47409265754e-10
6418.33,1.44824314429e-10
6418.34,1.40347173413e-10
6418.35,1.33657470353e-10
6418.36,1.25043466298e-10
6418.37,1.15354263058e-10
6418.38,1.05557772884e-10
6418.39,9.63451365316e-11
6418.4,8.8037637954e-11
6418.41,8.07122923988e-11
6418.42,7.43490550027e-11
6418.43,6.89124960862e-11
6418.44,6.43768014212e-11
6418.45,6.07051978031e-11
6418.46,5.78147909762e-11
6418.47,5.55883332785e-11
6418.48,5.39417062234e-11
6418.49,5.28733964519e-11
6418.5,5.24366776979e-11
6418.51,5.26639383632e-11
6418.52,5.35033301595e-11
6418.53,5.47911160449e-11
6418.54,5.62644590865e-11
6418.55,5.76319207549e-11
6418.56,5.87059760298e-11
6418.57,5.95264803898e-11
6418.58,6.03495071087e-11
6418.59,6.14750046027e-11
6418.6,6.3050641821e-11
6418.61,6.50146514543e-11
6418.62,6.72270736312e-11
6418.63,6.96839300327e-11
6418.64,7.26247606854e-11
6418.65,7.64532317875e-11
6418.66,8.15609805825e-11
6418.67,8.81518306317e-11
6418.68,9.60816297079e-11
6418.69,1.0473682854e-10
6418.7,1.13088537025e-10
6418.71,1.20094177587e-10
6418.72,1.25319426207e-10
6418.73,1.29217047713e-10
6418.74,1.32645366253e-10
6418.75,1.35983055048e-10
6418.76,1.38674300305e-10
6418.77,1.39709158109e-10
6418.78,1.38657672857e-10
6418.79,1.36208976093e-10
6418.8,1.3371533282e-10
6418.81,1.32398545712e-10
6418.82,1.32972913513e-10
6418.83,1.35681312094e-10
6418.84,1.40400611936e-10
6418.85,1.46696591589e-10
6418.86,1.53953496549e-10
6418.87,1.61674911971e-10
6418.88,1.69802494252e-10
6418.89,1.78757920973e-10
6418.9,1.89149046747e-10
6418.91,2.01375751874e-10
6418.92,2.1532381869e-10
6418.93,2.30207627752e-10
6418.94,2.44702822836e-10
6418.95,2.57498658128e-10
6418.96,2.68057886497e-10
6418.97,2.7706166322e-10
6418.98,2.86189929938e-10
6418.99,2.97394848875e-10
6419.0,3.12059883138e-10
6419.01,3.3020771901e-10
6419.02,3.49805605903e-10
6419.03,3.66630172659e-10
6419.04,3.75442500742e-10
6419.05,3.72383101733e-10
6419.06,3.56993741308e-10
6419.07,3.32221336906e-10
6419.08,3.02643564917e-10
6419.09,2.72509504562e-10
6419.1,2.4465846198e-10
6419.11,2.20337617997e-10
6419.12,1.99558744344e-10
6419.13,1.81724394388e-10
6419.14,1.66282120501e-10
6419.15,1.53076312481e-10
6419.16,1.42251436738e-10
6419.17,1.33965148961e-10
6419.18,1.28236013817e-10
6419.19,1.24966817749e-10
6419.2,1.23996205843e-10
6419.21,1.25064982752e-10
6419.22,1.27692593473e-10
6419.23,1.31046457355e-10
6419.24,1.33948742014e-10
6419.25,1.35160897776e-10
6419.26,1.33898061488e-10
6419.27,1.30229208211e-10
6419.28,1.25011260086e-10
6419.29,1.19420548868e-10
6419.3,1.14479760686e-10
6419.31,1.10852662548e-10
6419.32,1.08870421673e-10
6419.33,1.0862731267e-10
6419.34,1.10042898932e-10
6419.35,1.12876838092e-10
6419.36,1.16732957412e-10
6419.37,1.21113646794e-10
6419.38,1.25546158802e-10
6419.39,1.29685940532e-10
6419.4,1.33324630242e-10
6419.41,1.36433508677e-10
6419.42,1.39318332705e-10
6419.43,1.42646259142e-10
6419.44,1.47157284876e-10
6419.45,1.5325913434e-10
6419.46,1.60825042572e-10
6419.47,1.69347554508e-10
6419.48,1.78390760115e-10
6419.49,1.88025846083e-10
6419.5,1.98881835836e-10
6419.51,2.11852209508e-10
6419.52,2.27843921604e-10
6419.53,2.47734591453e-10
6419.54,2.72336421259e-10
6419.55,3.02152635156e-10
6419.56,3.36947220691e-10
6419.57,3.75342010639e-10
6419.58,4.1465033695e-10
6419.59,4.50959021186e-10
6419.6,4.79462401918e-10
6419.61,4.9543478239e-10
6419.62,4.96055516025e-10
6419.63,4.82051272669e-10
6419.64,4.57549117584e-10
6419.65,4.27997453013e-10
6419.66,3.97792189558e-10
6419.67,3.6925392782e-10
6419.68,3.43194340755e-10
6419.69,3.20024311334e-10
6419.7,3.00263431228e-10
6419.71,2.84329123852e-10
6419.72,2.72262631537e-10
6419.73,2.63809553571e-10
6419.74,2.5873654907e-10
6419.75,2.57055462212e-10
6419.76,2.58902440286e-10
6419.77,2.64083563855e-10
6419.78,2.71604716901e-10
6419.79,2.79634327604e-10
6419.8,2.86100788247e-10
6419.81,2.89501668915e-10
6419.82,2.89172948201e-10
6419.83,2.84893278558e-10
6419.84,2.76489123996e-10
6419.85,2.63947289373e-10
6419.86,2.47837800838e-10
6419.87,2.29493766449e-10
6419.88,2.10634704136e-10
6419.89,1.92739787384e-10
6419.9,1.76713977413e-10
6419.91,1.62930183134e-10
6419.92,1.51393565959e-10
6419.93,1.41914045812e-10
6419.94,1.34258357201e-10
6419.95,1.2817575768e-10
6419.96,1.23285072863e-10
6419.97,1.18989848295e-10
6419.98,1.14589164629e-10
6419.99,1.09597362935e-10
6420.0,1.04049143379e-10
6420.01,9.8474473579e-11
6420.02,9.3551826153e-11
6420.03,8.97860448714e-11
6420.04,8.74253196605e-11
6420.05,8.65368149152e-11
6420.06,8.70901091956e-11
6420.07,8.89782391972e-11
6420.08,9.19803773145e-11
6420.09,9.57164929662e-11
6420.1,9.96656595315e-11
6420.11,1.03278459781e-10
6420.12,1.06126660318e-10
6420.13,1.07998402758e-10
6420.14,1.0890451158e-10
6420.15,1.09057083684e-10
6420.16,1.08880357087e-10
6420.17,1.08975149785e-10
6420.18,1.09959839386e-10
6420.19,1.12307928814e-10
6420.2,1.16321504788e-10
6420.21,1.22203670482e-10
6420.22,1.30137609639e-10
6420.23,1.40343279727e-10
6420.24,1.53071042619e-10
6420.25,1.68459650674e-10
6420.26,1.86282114173e-10
6420.27,2.05752727033e-10
6420.28,2.25603952537e-10
6420.29,2.44460929124e-10
6420.3,2.61256511543e-10
6420.31,2.75468196131e-10
6420.32,2.8730030104e-10
6420.33,2.97903955667e-10
6420.34,3.09374003648e-10
6420.35,3.2431037642e-10
6420.36,3.45118762842e-10
6420.37,3.73332216789e-10
6420.38,4.08999509936e-10
6420.39,4.5002223609e-10
6420.4,4.91513267265e-10
6420.41,5.25815804141e-10
6420.42,5.44243457634e-10
6420.43,5.4066875051e-10
6420.44,5.14823822644e-10
6420.45,4.72461008293e-10
6420.46,4.22204717102e-10
6420.47,3.71832918729e-10
6420.48,3.26362030274e-10
6420.49,2.88061319903e-10
6420.5,2.57306408481e-10
6420.51,2.33406137012e-10
6420.52,2.15146415121e-10
6420.53,2.01129550922e-10
6420.54,1.89991949537e-10
6420.55,1.80511150405e-10
6420.56,1.71677282908e-10
6420.57,1.628166843e-10
6420.58,1.53678788501e-10
6420.59,1.44363110699e-10
6420.6,1.35158029814e-10
6420.61,1.2642246899e-10
6420.62,1.1851213283e-10
6420.63,1.11701009704e-10
6420.64,1.06114952067e-10
6420.65,1.01725977255e-10
6420.66,9.84130490743e-11
6420.67,9.60435452694e-11
6420.68,9.44978069166e-11
6420.69,9.35729574941e-11
6420.7,9.28276439969e-11
6420.71,9.15697000333e-11
6420.72,8.91214350402e-11
6420.73,8.52110700361e-11
6420.74,8.01388985502e-11
6420.75,7.4561619702e-11
6420.76,6.91194606631e-11
6420.77,6.42091546743e-11
6420.78,5.99789915816e-11
6420.79,5.64373103828e-11
6420.8,5.35512679114e-11
6420.81,5.12852074168e-11
6420.82,4.95956383701e-11
6420.83,4.84176752792e-11
6420.84,4.76634632952e-11
6420.85,4.72424925882e-11
6420.86,4.71010971084e-11
6420.87,4.72530808229e-11
6420.88,4.77724301006e-11
6420.89,4.87598200384e-11
6420.9,5.03185120458e-11
6420.91,5.25530627116e-11
6420.92,5.55790648359e-11
6420.93,5.9528977152e-11
6420.94,6.45437164221e-11
6420.95,7.07402802847e-11
6420.96,7.81466189558e-11
6420.97,8.66114340113e-11
6420.98,9.57422117317e-11
6420.99,1.04970521508e-10
6421.0,1.13781728084e-10
6421.01,1.21923232384e-10
6421.02,1.29282618552e-10
6421.03,1.35471786504e-10
6421.04,1.39695466577e-10
6421.05,1.4133889871e-10
6421.06,1.40742220957e-10
6421.07,1.3921951497e-10
6421.08,1.38333355923e-10
6421.09,1.39236777577e-10
6421.1,1.42461775663e-10
6421.11,1.47901970391e-10
6421.12,1.54762865092e-10
6421.13,1.61626644604e-10
6421.14,1.6691954278e-10
6421.15,1.69679179647e-10
6421.16,1.69942129318e-10
6421.17,1.6822246716e-10
6421.18,1.64578077388e-10
6421.19,1.58386150163e-10
6421.2,1.49168203803e-10
6421.21,1.37477801276e-10
6421.22,1.24820373053e-10
6421.23,1.12842257229e-10
6421.24,1.0267474647e-10
6421.25,9.47958275956e-11
6421.26,8.92136134623e-11
6421.27,8.56963247269e-11
6421.28,8.3899913771e-11
6421.29,8.33742074225e-11
6421.3,8.35271755339e-11
6421.31,8.36617001118e-11
6421.32,8.314535325e-11
6421.33,8.16469786381e-11
6421.34,7.92688979723e-11
6421.35,7.64599237923e-11
6421.36,7.37821688162e-11
6421.37,7.1705085556e-11
6421.38,7.05220616008e-11
6421.39,7.03641810236e-11
6421.4,7.12394848002e-11
6421.41,7.30316481065e-11
6421.42,7.54233423054e-11
6421.43,7.7813905858e-11
6421.44,7.94236037754e-11
6421.45,7.96813155432e-11
6421.46,7.8634325994e-11
6421.47,7.69652700662e-11
6421.48,7.55926814167e-11
6421.49,7.52402082454e-11
6421.5,7.62425721743e-11
6421.51,7.85343017597e-11
6421.52,8.17025414726e-11
6421.53,8.51128511457e-11
6421.54,8.81156416114e-11
6421.55,9.01916979735e-11
6421.56,9.09528430626e-11
6421.57,9.01509744457e-11
6421.58,8.77806453721e-11
6421.59,8.40978777227e-11
6421.6,7.94667150024e-11
6421.61,7.42199660397e-11
6421.62,6.86645440265e-11
6421.63,6.312820673e-11
6421.64,5.79348483106e-11
6421.65,5.33359675441e-11
6421.66,4.94725256901e-11
6421.67,4.63873116768e-11
6421.68,4.40626868521e-11
6421.69,4.24571387869e-11
6421.7,4.15297007168e-11
6421.71,4.12520070536e-11
6421.72,4.16104662016e-11
6421.73,4.2599542983e-11
6421.74,4.42048346101e-11
6421.75,4.63742407119e-11
6421.76,4.89805571511e-11
6421.77,5.17914212291e-11
6421.78,5.44751118189e-11
6421.79,5.66625512476e-11
6421.8,5.80496002866e-11
6421.81,5.84924568855e-11
6421.82,5.80476897614e-11
6421.83,5.69289420268e-11
6421.84,5.5417047247e-11
6421.85,5.38115034574e-11
6421.86,5.24238702303e-11
6421.87,5.1530854699e-11
6421.88,5.12894067817e-11
6421.89,5.16921071698e-11
6421.9,5.25978694213e-11
6421.91,5.38211709792e-11
6421.92,5.52383922697e-11
6421.93,5.68448240613e-11
6421.94,5.87192949556e-11
6421.95,6.09503407527e-11
6421.96,6.36312648354e-11
6421.97,6.69288938766e-11
6421.98,7.10893266476e-11
6421.99,7.62837199108e-11
6422.0,8.23675027652e-11
6422.01,8.87196018823e-11
6422.02,9.43425325628e-11
6422.03,9.83218389565e-11
6422.04,1.00418263492e-10
6422.05,1.01282019646e-10
6422.06,1.02089597218e-10
6422.07,1.03991742437e-10
6422.08,1.07793815217e-10
6422.09,1.1387802587e-10
6422.1,1.22172219774e-10
6422.11,1.32060801655e-10
6422.12,1.42284530534e-10
6422.13,1.51001061477e-10
6422.14,1.56204331009e-10
6422.15,1.56476540895e-10
6422.16,1.51652622727e-10
6422.17,1.42886015579e-10
6422.18,1.32068462194e-10
6422.19,1.2107114074e-10
6422.2,1.11271075379e-10
6422.21,1.03458811938e-10
6422.22,9.79572671553e-11
6422.23,9.47597459168e-11
6422.24,9.35879575035e-11
6422.25,9.38705898678e-11
6422.26,9.47310763102e-11
6422.27,9.5115975029e-11
6422.28,9.40960577858e-11
6422.29,9.11647911545e-11
6422.3,8.63363881655e-11
6422.31,8.00698226546e-11
6422.32,7.31157204213e-11
6422.33,6.62778632017e-11
6422.34,6.01571041415e-11
6422.35,5.50365257767e-11
6422.36,5.09371141047e-11
6422.37,4.77455141548e-11
6422.38,4.53282545789e-11
6422.39,4.35958418144e-11
6422.4,4.25114285551e-11
6422.41,4.20652663116e-11
6422.42,4.22401486418e-11
6422.43,4.29723188898e-11
6422.44,4.41072783413e-11
6422.45,4.53830196188e-11
6422.46,4.65024800046e-11
6422.47,4.72916268288e-11
6422.48,4.78065364079e-11
6422.49,4.82763331923e-11
6422.5,4.89635010657e-11
6422.51,5.00717768614e-11
6422.52,5.17073146873e-11
6422.53,5.38663374569e-11
6422.54,5.64656706659e-11
6422.55,5.93906888161e-11
6422.56,6.24925071165e-11
6422.57,6.55505381079e-11
6422.58,6.82953064061e-11
6422.59,7.05296641685e-11
6422.6,7.22777068932e-11
6422.61,7.3826642616e-11
6422.62,7.56152122109e-11
6422.63,7.80958279767e-11
6422.64,8.16681812264e-11
6422.65,8.66055308203e-11
6422.66,9.28903897748e-11
6422.67,1.00060604488e-10
6422.68,1.07295750498e-10
6422.69,1.13817182709e-10
6422.7,1.19252900096e-10
6422.71,1.23533731035e-10
6422.72,1.2651664058e-10
6422.73,1.27952864328e-10
6422.74,1.2788846741e-10
6422.75,1.26935480275e-10
6422.76,1.26026707796e-10
6422.77,1.2590800049e-10
6422.78,1.26848422015e-10
6422.79,1.28732000245e-10
6422.8,1.31318087864e-10
6422.81,1.34387302754e-10
6422.82,1.37707384631e-10
6422.83,1.40944097154e-10
6422.84,1.43634252909e-10
6422.85,1.45244143301e-10
6422.86,1.45281150581e-10
6422.87,1.43462754691e-10
6422.88,1.39922178248e-10
6422.89,1.35255214899e-10
6422.9,1.30269098244e-10
6422.91,1.2564481167e-10
6422.92,1.21812893859e-10
6422.93,1.19035975617e-10
6422.94,1.17468785874e-10
6422.95,1.17093159736e-10
6422.96,1.17656961975e-10
6422.97,1.18776748669e-10
6422.98,1.20186619653e-10
6422.99,1.21932149522e-10
6423.0,1.24328390604e-10
6423.01,1.27727363916e-10
6423.02,1.32325181743e-10
6423.03,1.38197882498e-10
6423.04,1.45515436094e-10
6423.05,1.54622707174e-10
6423.06,1.65728796007e-10
6423.07,1.78354762515e-10
6423.08,1.90994491009e-10
6423.09,2.0138537422e-10
6423.1,2.07398369139e-10
6423.11,2.07971710381e-10
6423.12,2.03347900523e-10
6423.13,1.94553259044e-10
6423.14,1.82790691236e-10
6423.15,1.69251066987e-10
6423.16,1.55165599355e-10
6423.17,1.41727610763e-10
6423.18,1.29875491479e-10
6423.19,1.20157628946e-10
6423.2,1.12769451207e-10
6423.21,1.07683592574e-10
6423.22,1.04776367891e-10
6423.23,1.03915407422e-10
6423.24,1.05018284783e-10
6423.25,1.08091096338e-10
6423.26,1.13230626316e-10
6423.27,1.20571968849e-10
6423.28,1.30197120111e-10
6423.29,1.4204779739e-10
6423.3,1.5587288734e-10
6423.31,1.71179637547e-10
6423.32,1.87115477387e-10
6423.33,2.0231802488e-10
6423.34,2.14991364609e-10
6423.35,2.23472760184e-10
6423.36,2.27089591671e-10
6423.37,2.26574687717e-10
6423.38,2.23567639981e-10
6423.39,2.19653690183e-10
6423.4,2.15769894444e-10
6423.41,2.12256843329e-10
6423.42,2.09174794848e-10
6423.43,2.06401520509e-10
6423.44,2.03473735449e-10
6423.45,1.99575303852e-10
6423.46,1.93936770185e-10
6423.47,1.86398000067e-10
6423.48,1.77650110768e-10
6423.49,1.68957299192e-10
6423.5,1.61627115097e-10
6423.51,1.56628041449e-10
6423.52,1.544986946e-10
6423.53,1.55446788808e-10
6423.54,1.59503598375e-10
6423.55,1.66658544905e-10
6423.56,1.76909973073e-10
6423.57,1.90161318529e-10
6423.58,2.05954510932e-10
6423.59,2.23140547577e-10
6423.6,2.39681170647e-10
6423.61,2.52841803354e-10
6423.62,2.59949622754e-10
6423.63,2.59485487325e-10
6423.64,2.51807259249e-10
6423.65,2.3891311247e-10
6423.66,2.23435415763e-10
6423.67,2.07661387993e-10
6423.68,1.93155397841e-10
6423.69,1.8088327605e-10
6423.7,1.71405281296e-10
6423.71,1.6494953773e-10
6423.72,1.61497107638e-10
6423.73,1.60975567012e-10
6423.74,1.63444527296e-10
6423.75,1.69115377483e-10
6423.76,1.78206225561e-10
6423.77,1.90716923521e-10
6423.78,2.06141563157e-10
6423.79,2.23137819596e-10
6423.8,2.39324395099e-10
6423.81,2.51513480081e-10
6423.82,2.56580282691e-10
6423.83,2.52719258688e-10
6423.84,2.40313463711e-10
6423.85,2.21718890368e-10
6423.86,2.00120643626e-10
6423.87,1.78328398427e-10
6423.88,1.58174552007e-10
6423.89,1.4052691736e-10
6423.9,1.25586008532e-10
6423.91,1.1319345022e-10
6423.92,1.0304605484e-10
6423.93,9.48149025885e-11
6423.94,8.82005683197e-11
6423.95,8.29532046676e-11
6423.96,7.88759940758e-11
6423.97,7.58220924808e-11
6423.98,7.36900358776e-11
6423.99,7.2419772429e-11
6424.0,7.1989918387e-11
6424.01,7.24156420205e-11
6424.02,7.37451166033e-11
6424.03,7.60507152258e-11
6424.04,7.94109196925e-11
6424.05,8.388463634e-11
6424.06,8.94906314869e-11
6424.07,9.6202792293e-11
6424.08,1.0394592898e-10
6424.09,1.12569316032e-10
6424.1,1.21797351822e-10
6424.11,1.31151210683e-10
6424.12,1.39892863706e-10
6424.13,1.47170052594e-10
6424.14,1.523634086e-10
6424.15,1.5525679039e-10
6424.16,1.55815066369e-10
6424.17,1.53926383933e-10
6424.18,1.49491060413e-10
6424.19,1.4272857241e-10
6424.2,1.34342806723e-10
6424.21,1.25391150787e-10
6424.22,1.16956920409e-10
6424.23,1.09848216567e-10
6424.24,1.04492247962e-10
6424.25,1.01013239527e-10
6424.26,9.93794120091e-11
6424.27,9.95368835201e-11
6424.28,1.01494764131e-10
6424.29,1.05324044184e-10
6424.3,1.11024803371e-10
6424.31,1.1824998489e-10
6424.32,1.25984360646e-10
6424.33,1.32479029662e-10
6424.34,1.35805362082e-10
6424.35,1.34891685407e-10
6424.36,1.3018405045e-10
6424.37,1.23287786947e-10
6424.38,1.16001576625e-10
6424.39,1.09596122064e-10
6424.4,1.04659634307e-10
6424.41,1.01272004667e-10
6424.42,9.92272174349e-11
6424.43,9.82243210766e-11
6424.44,9.80291586817e-11
6424.45,9.85619131111e-11
6424.46,9.98712099803e-11
6424.47,1.02049758432e-10
6424.48,1.05178228445e-10
6424.49,1.09318509994e-10
6424.5,1.1452594891e-10
6424.51,1.20852468219e-10
6424.52,1.28331746701e-10
6424.53,1.36955113198e-10
6424.54,1.46666116056e-10
6424.55,1.57409529623e-10
6424.56,1.69234768641e-10
6424.57,1.82388471407e-10
6424.58,1.97315278026e-10
6424.59,2.14541149038e-10
6424.6,2.34469960228e-10
6424.61,2.57156469956e-10
6424.62,2.82168899944e-10
6424.63,3.08707989216e-10
6424.64,3.36072695146e-10
6424.65,3.64273433549e-10
6424.66,3.94330495433e-10
6424.67,4.27952163984e-10
6424.68,4.66829209068e-10
6424.69,5.12142562737e-10
6424.7,5.64694495131e-10
6424.71,6.25556964887e-10
6424.72,6.96653693926e-10
6424.73,7.80610675084e-10
6424.74,8.79666299556e-10
6424.75,9.9396362245e-10
6424.76,1.11970386389e-09
6424.77,1.24770702974e-09
6424.78,1.36324140516e-09
6424.79,1.44817205357e-09
6424.8,1.48582570241e-09
6424.81,1.46718873635e-09
6424.82,1.39507505359e-09
6424.83,1.28313706859e-09
6424.84,1.15012949271e-09
6424.85,1.01334169424e-09
6424.86,8.84788189351e-10
6424.87,7.70759977531e-10
6424.88,6.73261381056e-10
6424.89,5.91788447848e-10
6424.9,5.24698489113e-10
6424.91,4.70037983887e-10
6424.92,4.25944479768e-10
6424.93,3.90798865695e-10
6424.94,3.63288691922e-10
6424.95,3.42447658499e-10
6424.96,3.27630226127e-10
6424.97,3.18397134109e-10
6424.98,3.14378944505e-10
6424.99,3.15189905796e-10
6425.0,3.20392335483e-10
6425.01,3.29459801336e-10
6425.02,3.41691000017e-10
6425.03,3.56085374465e-10
6425.04,3.71231792076e-10
6425.05,3.85199521756e-10
6425.06,3.95459882791e-10
6425.07,3.99188605321e-10
6425.08,3.94294144926e-10
6425.09,3.80657274239e-10
6425.1,3.60414103612e-10
6425.11,3.36892138669e-10
6425.12,3.13098971199e-10
6425.13,2.90827426747e-10
6425.14,2.70640897569e-10
6425.15,2.52385147142e-10
6425.16,2.3577858588e-10
6425.17,2.20776653122e-10
6425.18,2.07621746218e-10
6425.19,1.96687497054e-10
6425.2,1.88279500841e-10
6425.21,1.82478974672e-10
6425.22,1.79019401546e-10
6425.23,1.77160457121e-10
6425.24,1.75663486826e-10
6425.25,1.73139651082e-10
6425.26,1.68772648614e-10
6425.27,1.62805818811e-10
6425.28,1.56268772128e-10
6425.29,1.50294017458e-10
6425.3,1.45674077682e-10
6425.31,1.4278608389e-10
6425.32,1.41662641928e-10
6425.33,1.42073106559e-10
6425.34,1.43610469281e-10
6425.35,1.45797332368e-10
6425.36,1.48180341624e-10
6425.37,1.50343376347e-10
6425.38,1.5185290629e-10
6425.39,1.52309279598e-10
6425.4,1.51575471718e-10
6425.41,1.49964765422e-10
6425.42,1.48187095923e-10
6425.43,1.47097008262e-10
6425.44,1.47392335043e-10
6425.45,1.49391933555e-10
6425.46,1.52984745369e-10
6425.47,1.57801551995e-10
6425.48,1.63530143609e-10
6425.49,1.70124450461e-10
6425.5,1.77769985176e-10
6425.51,1.86783325206e-10
6425.52,1.97618378235e-10
6425.53,2.10915218965e-10
6425.54,2.27481493509e-10
6425.55,2.48197336204e-10
6425.56,2.73889303488e-10
6425.57,3.0512035358e-10
6425.58,3.4171775632e-10
6425.59,3.81981228316e-10
6425.6,4.21917355542e-10
6425.61,4.5535252082e-10
6425.62,4.75709174354e-10
6425.63,4.78867967052e-10
6425.64,4.65070847479e-10
6425.65,4.38430295182e-10
6425.66,4.04682283625e-10
6425.67,3.68893963837e-10
6425.68,3.34321558469e-10
6425.69,3.02570763446e-10
6425.7,2.7443881174e-10
6425.71,2.50566511133e-10
6425.72,2.31480945785e-10
6425.73,2.17321886796e-10
6425.74,2.07679449504e-10
6425.75,2.01668219787e-10
6425.76,1.98197238567e-10
6425.77,1.96314228154e-10
6425.78,1.95406560018e-10
6425.79,1.95149194939e-10
6425.8,1.95284950809e-10
6425.81,1.95371433742e-10
6425.82,1.94674798654e-10
6425.83,1.92378740874e-10
6425.84,1.88031668511e-10
6425.85,1.81890217694e-10
6425.86,1.74861285374e-10
6425.87,1.68084118775e-10
6425.88,1.62450653541e-10
6425.89,1.58303871561e-10
6425.9,1.55378647922e-10
6425.91,1.52982867293e-10
6425.92,1.50385516025e-10
6425.93,1.47247770363e-10
6425.94,1.438262697e-10
6425.95,1.40818539702e-10
6425.96,1.3901453643e-10
6425.97,1.39020183314e-10
6425.98,1.41154963354e-10
6425.99,1.4546239231e-10
6426.0,1.51777835744e-10
6426.01,1.5987546098e-10
6426.02,1.69685998515e-10
6426.03,1.81436230756e-10
6426.04,1.95564501241e-10
6426.05,2.12493316609e-10
6426.06,2.32437573585e-10
6426.07,2.55258034506e-10
6426.08,2.80254410057e-10
6426.09,3.05853370706e-10
6426.1,3.29267914539e-10
6426.11,3.46480396651e-10
6426.12,3.53232425868e-10
6426.13,3.47174138929e-10
6426.14,3.29672219785e-10
6426.15,3.05331189665e-10
6426.16,2.79544404056e-10
6426.17,2.56309506059e-10
6426.18,2.37624891476e-10
6426.19,2.24031647903e-10
6426.2,2.15395972687e-10
6426.21,2.11463421922e-10
6426.22,2.12125486226e-10
6426.23,2.17462303511e-10
6426.24,2.27603661603e-10
6426.25,2.42427154542e-10
6426.26,2.61126601342e-10
6426.27,2.8181170607e-10
6426.28,3.01585198914e-10
6426.29,3.17589254765e-10
6426.3,3.28692984854e-10
6426.31,3.36396973437e-10
6426.32,3.43969888635e-10
6426.33,3.54614509176e-10
6426.34,3.70106027129e-10
6426.35,3.9040464087e-10
6426.36,4.14033065891e-10
6426.37,4.39054075045e-10
6426.38,4.64251147801e-10
6426.39,4.89498920776e-10
6426.4,5.14685160725e-10
6426.41,5.38059084555e-10
6426.42,5.55624594862e-10
6426.43,5.6233035143e-10
6426.44,5.54406827905e-10
6426.45,5.31334568328e-10
6426.46,4.96125457208e-10
6426.47,4.53821188734e-10
6426.48,4.09386696666e-10
6426.49,3.66345713276e-10
6426.5,3.26599225955e-10
6426.51,2.90950780616e-10
6426.52,2.59666480989e-10
6426.53,2.32758321836e-10
6426.54,2.10055109979e-10
6426.55,1.91220339251e-10
6426.56,1.75787083785e-10
6426.57,1.63201859579e-10
6426.58,1.52862790475e-10
6426.59,1.44165509469e-10
6426.6,1.36586482069e-10
6426.61,1.29796374016e-10
6426.62,1.23722856607e-10
6426.63,1.18489866591e-10
6426.64,1.1427948149e-10
6426.65,1.11229161262e-10
6426.66,1.09411601598e-10
6426.67,1.0886542506e-10
6426.68,1.09634363527e-10
6426.69,1.11797264258e-10
6426.7,1.1548935061e-10
6426.71,1.20920196812e-10
6426.72,1.28392903049e-10
6426.73,1.38326472943e-10
6426.74,1.51279752899e-10
6426.75,1.67968166694e-10
6426.76,1.89249092512e-10
6426.77,2.16021237871e-10
6426.78,2.48935338365e-10
6426.79,2.87775578029e-10
6426.8,3.30454735668e-10
6426.81,3.71982979292e-10
6426.82,4.0454430337e-10
6426.83,4.20027909333e-10
6426.84,4.14428016116e-10
6426.85,3.9056027851e-10
6426.86,3.56257085703e-10
6426.87,3.19868808288e-10
6426.88,2.87030729171e-10
6426.89,2.60166681333e-10
6426.9,2.39610818066e-10
6426.91,2.24929674217e-10
6426.92,2.15724061663e-10
6426.93,2.1173753374e-10
6426.94,2.12444390894e-10
6426.95,2.16470451289e-10
6426.96,2.21222222615e-10
6426.97,2.2317143323e-10
6426.98,2.19143444057e-10
6426.99,2.08070401691e-10
6427.0,1.91651611682e-10
6427.01,1.73140217407e-10
6427.02,1.55483620983e-10
6427.03,1.40369470969e-10
6427.04,1.2834033937e-10
6427.05,1.19296454453e-10
6427.06,1.12902309249e-10
6427.07,1.08800030061e-10
6427.08,1.06695499605e-10
6427.09,1.06392151849e-10
6427.1,1.07812029521e-10
6427.11,1.11004328033e-10
6427.12,1.16115381969e-10
6427.13,1.23290582706e-10
6427.14,1.32491645285e-10
6427.15,1.43258739156e-10
6427.16,1.5457872959e-10
6427.17,1.65146029105e-10
6427.18,1.74060022892e-10
6427.19,1.81395155277e-10
6427.2,1.88023776724e-10
6427.21,1.94880894709e-10
6427.22,2.02330623394e-10
6427.23,2.09943375255e-10
6427.24,2.16629149638e-10
6427.25,2.21025255041e-10
6427.26,2.22050171454e-10
6427.27,2.19436897088e-10
6427.28,2.13940676487e-10
6427.29,2.07059323258e-10
6427.3,2.00442303788e-10
6427.31,1.95288224582e-10
6427.32,1.91905469565e-10
6427.33,1.89579112331e-10
6427.34,1.86989216798e-10
6427.35,1.83181149086e-10
6427.36,1.78381647131e-10
6427.37,1.73864685892e-10
6427.38,1.7111504452e-10
6427.39,1.71186964586e-10
6427.4,1.74576901816e-10
6427.41,1.81312195938e-10
6427.42,1.91029382709e-10
6427.43,2.03065585269e-10
6427.44,2.16565325778e-10
6427.45,2.30458872573e-10
